source_file,id,text_for_NLP,cluster
cleaned_JD_Product_Manager.csv,10,"產品經理 (區塊鏈)，針對 區塊鏈 領域核心功能進行產品設計與跨部門溝通。，用戶研究, Scrum, Figma，大學以上學歷，具產品設計與專案管理經驗，熟悉 區塊鏈 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,11,"產品經理 (房地產科技)，針對 房地產科技 領域核心功能進行產品設計與跨部門溝通。，技術規格撰寫, API 設計, Jira，大學以上學歷，具產品設計與專案管理經驗，熟悉 房地產科技 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,12,"產品經理 (資安平台)，針對 資安平台 領域核心功能進行產品設計與跨部門溝通。，跨部門溝通, 敏捷開發, Notion，大學以上學歷，具產品設計與專案管理經驗，熟悉 資安平台 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,13,"產品經理 (智慧製造)，針對 智慧製造 領域核心功能進行產品設計與跨部門溝通。，BI 工具操作, Data Mapping, SQL，大學以上學歷，具產品設計與專案管理經驗，熟悉 智慧製造 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,14,"產品經理 (能源管理)，針對 能源管理 領域核心功能進行產品設計與跨部門溝通。，Dashboard 設計, 數據驅動策略, Python，大學以上學歷，具產品設計與專案管理經驗，熟悉 能源管理 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,15,"產品經理 (農業科技)，針對 農業科技 領域核心功能進行產品設計與跨部門溝通。，UX 設計概念, Wireframe, Google Analytics，大學以上學歷，具產品設計與專案管理經驗，熟悉 農業科技 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,16,"產品經理 (非營利組織)，針對 非營利組織 領域核心功能進行產品設計與跨部門溝通。，KPI 規劃, 需求整理, Figma，大學以上學歷，具產品設計與專案管理經驗，熟悉 非營利組織 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,17,"產品經理 (AR/VR 應用)，針對 AR/VR 應用 領域核心功能進行產品設計與跨部門溝通。，互動設計, 設備整合思維, Jira，大學以上學歷，具產品設計與專案管理經驗，熟悉 AR/VR 應用 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,18,"產品經理 (數位銀行)，針對 數位銀行 領域核心功能進行產品設計與跨部門溝通。，法遵知識, 金流整合, Notion，大學以上學歷，具產品設計與專案管理經驗，熟悉 數位銀行 業務邏輯與技術生態",4
cleaned_JD_Product_Manager.csv,19,"產品經理 (開源軟體平台)，針對 開源軟體平台 領域核心功能進行產品設計與跨部門溝通。，開源貢獻經驗, Dev 社群經營, SQL，大學以上學歷，具產品設計與專案管理經驗，熟悉 開源軟體平台 業務邏輯與技術生態",4
